Date,Close,High,Low,Open,Volume
2010-01-04,101.24807739257812,101.7212925963174,100.27178805810678,100.35705578609166,1905762
2010-01-05,103.02159881591797,103.59713847410745,101.39303422566101,101.64456741340761,4657392
2010-01-06,104.32186889648438,104.62029419144123,102.93204338406932,103.3498419195106,4203690
2010-01-07,104.43270874023438,105.29388689682766,103.17078871826092,104.10870235359597,6394536
2010-01-08,103.65680694580078,105.6093776643603,103.17079732529777,104.44977411938717,5678652
2010-01-11,103.72504425048828,105.12339464757643,103.42661885842946,104.90596697630555,5078046
2010-01-12,101.54649353027344,103.77617845219397,101.2096926705669,102.78710256095748,3932952
2010-01-13,101.91740417480469,102.86811243665157,100.61285395732182,101.38024011172615,3194178
2010-01-14,105.02530670166016,106.30428341080862,102.06234139004808,102.48440214281621,8584284
2010-01-15,103.15374755859375,105.50706813963797,102.50573468790968,105.02532070205635,8546700
2010-01-18,103.38819122314453,104.27921254054445,102.41617222575528,103.05992267660336,3182250
2010-01-19,102.0452880859375,103.75912005515559,101.29495870143825,103.3413215034875,5830440
2010-01-20,99.00559997558594,103.58007355947275,98.73701794564535,102.48015653387583,8113314
2010-01-21,97.197998046875,100.32296753086058,96.44339843022478,99.33389137969644,5594190
2010-01-22,95.0279541015625,96.29840617525626,93.79160754750627,96.29840617525626,10479762
2010-01-25,95.58646392822266,96.0767435969877,93.834271869327,95.59073394985776,3368646
2010-01-27,94.55049133300781,95.3093529849666,94.03037618110568,95.01945209650845,3637746
2010-01-28,93.99200439453125,96.65653668585676,91.66000293540154,95.41166546323848,9457560
2010-01-29,93.48468017578125,95.49693753952282,92.93898392512716,93.8854220787006,4827714
2010-02-01,93.92381286621094,94.53772812929614,92.59794356036134,92.59794356036134,2698374
2010-02-02,94.22647094726562,95.48839089706946,93.10949751707427,94.6442694541689,4362108
2010-02-03,96.67359924316406,97.29603884579166,94.38849743772649,94.68692278598638,3031386
2010-02-04,97.16814422607422,98.48122672870659,95.94885388836246,97.19798754246969,12828696
2010-02-05,92.73861694335938,96.09380038069976,92.18013397621912,95.25820313472705,6177252
2010-02-08,95.33917236328125,95.8891306896275,91.5832405955059,92.50410522436052,4135308
2010-02-09,94.32452392578125,96.25151324815668,93.92804430364552,95.33918077329457,2701572
2010-02-10,92.68317413330078,95.41165496175799,92.49132764209081,94.72953670620711,5141856
2010-02-11,93.81295013427734,96.946443356213,93.02424515660309,96.946443356213,3333348
2010-02-15,92.79403686523438,94.27338474007665,91.92859634481103,93.87690502120864,2329152
2010-02-16,94.04743957519531,94.644298111316,92.26540401102051,93.77459531154433,2439060
2010-02-17,93.76603698730469,95.41164982483266,93.37807400499243,94.98532691384814,3398442
2010-02-18,94.09008026123047,94.55903330547397,90.80736992024417,90.80736992024417,3234786
2010-02-19,94.62721252441406,95.07059212360987,92.74712315174747,93.36103036361332,3820998
2010-02-22,94.43110656738281,95.49692564479666,93.9493592170932,94.64427194411637,3981498
2010-02-23,93.91954803466797,94.38850890139459,93.10953181600983,94.04744574320644,3667074
2010-02-24,93.89820861816406,94.46095368215826,92.60217525316195,94.21369057818934,2067654
2010-02-25,94.63147735595703,95.11322466580462,92.94322676121318,93.89819695230574,2657376
2010-02-26,95.29230499267578,96.65654964306943,93.36531518110829,95.06635292384173,5019594
2010-03-02,94.56327819824219,97.0828640689529,94.01331973255526,95.5054619426113,5567304
2010-03-03,93.86412048339844,95.17720295099774,92.81962004993656,94.9000886793636,5705274
2010-03-04,93.36957550048828,94.5590224509503,92.93899025565472,93.10951790614492,6390648
2010-03-05,93.32268524169922,94.64429212423167,93.02425208938935,94.64429212423167,8786622
2010-03-08,93.83426666259766,94.42685508010733,93.66799343447884,94.21795970055524,6550692
2010-03-09,93.46761322021484,94.21795036117933,93.02423360169111,94.00478498135914,3563196
2010-03-10,92.81535339355469,93.69358053826377,92.34213038848452,93.02424878649902,7231278
2010-03-11,92.40605926513672,93.19476410316362,91.81346313142923,93.19476410316362,4789890
2010-03-12,92.48709106445312,93.12657954574887,92.18013347092881,92.5339832434954,6732840
2010-03-15,91.21661376953125,92.70448573541118,90.85423185767355,92.48706595580107,2579190
2010-03-16,91.32745361328125,92.67464125695886,91.00770946347633,91.83051982397531,5840634
2010-03-17,91.5320816040039,92.41883286276287,91.2336485689024,92.00103441987332,4512120
2010-03-18,89.88645935058594,91.86887275999611,89.52834752174942,91.86887275999611,7020342
2010-03-19,90.11241912841797,90.63680417877057,89.1148190166232,90.21047347330042,4986024
2010-03-22,90.30854797363281,91.16546398374952,89.23847436946068,89.86943833387554,4146252
2010-03-23,91.16971588134766,91.57898996887431,90.2360644920316,90.57286531803129,5168454
2010-03-25,90.09537506103516,91.23365952626764,89.57525219721286,91.14839962564379,6617802
2010-03-26,92.0777816772461,92.4273691004705,90.38100674257264,90.38100674257264,7182120
2010-03-29,93.19904327392578,93.69783955446454,91.749530994036,92.43591939028639,2926800
2010-03-30,93.5614013671875,94.82332912082512,93.10949733852118,93.49319032205904,3564894
2010-03-31,93.68081665039062,94.72957950407634,92.7855326202638,93.6296544404519,6004680
2010-04-01,92.46574401855469,94.38847109256953,92.0649943827411,93.87688046334151,3007356
