Date,Close,High,Low,Open,Volume
2010-01-04,188.69979858398438,189.42455743383817,187.3655948530356,187.3655948530356,11031470
2010-01-05,188.76980590820312,190.24813951022088,187.7856157777542,190.08342501969796,11613740
2010-01-06,189.90220642089844,190.6599030155663,188.1891483328592,189.1774476925604,14527930
2010-01-07,188.8397979736328,190.24813384451951,187.86797371165193,189.91870487328424,8576510
2010-01-08,188.275634765625,189.74573692359863,187.78560071296712,188.93038329559187,10453820
2010-01-11,186.72317504882812,190.4704889678989,186.39785548498446,189.17745460458895,14145340
2010-01-12,181.4522705078125,186.9538127994863,180.87575089939543,186.70673476258054,22917720
2010-01-13,179.20382690429688,180.7768770049996,177.7378468569438,180.7768770049996,21719690
2010-01-14,177.67611694335938,181.10634306374595,176.70428007320086,180.20040707092454,20723990
2010-01-15,176.52308654785156,179.40974326453423,175.98362684172218,178.55322044228575,20611920
2010-01-18,177.59786987304688,179.79271838066506,176.47779376421678,179.12973848413935,19222170
2010-01-19,178.97325134277344,180.11803397093013,177.6472790122976,178.7014667892947,12277070
2010-01-20,177.88201904296875,180.08511158387725,177.2808054700797,179.87097142622943,16830720
2010-01-21,174.9376983642578,178.00143566590225,173.96586149892042,177.8120020617734,19265470
2010-01-22,171.9110107421875,173.4881704443025,169.08610773520965,172.9651985077959,27193180
2010-01-25,172.26104736328125,176.00011785858925,169.29201429104901,169.29201429104901,15378040
2010-01-27,163.69984436035156,170.35028959817848,162.33681242102924,169.6584813311385,38068910
2010-01-28,164.9846649169922,172.95285241671573,163.97578081804065,172.95285241671573,27952460
2010-01-29,169.37850952148438,170.26798291041354,161.0150040911541,163.89342990654345,46487190
2010-02-01,166.46710205078125,176.90604343116928,165.9935432348905,176.90604343116928,22047160
2010-02-02,162.93397521972656,168.4396399888096,162.58805839457435,167.20426225213293,24086260
2010-02-03,164.61819458007812,166.0265180702009,163.3581103765319,163.58871320025855,30450710
2010-02-04,160.42613220214844,164.4452314139196,159.77550551839582,164.38758699311393,35357120
2010-02-05,157.1065216064453,159.77215125449632,154.233933213246,159.77215125449632,26878830
