Date,Close,High,Low,Open,Volume
2010-01-04,233.2686309814453,234.82219878639893,231.72397869820108,233.03647864353658,4069264
2010-01-05,234.04983520507812,234.88464612044584,232.1525079451464,233.9292904009947,6895528
2010-01-06,230.63467407226562,239.55433670469998,229.92038607612787,239.55433670469998,6817288
2010-01-07,225.45159912109375,230.94715630449386,224.83998135476315,230.94715630449386,10892600
2010-01-08,220.0185546875,225.29536595520352,219.4649858525845,224.91143179929227,12649312
2010-01-11,222.29092407226562,223.6346829912153,220.89360662198558,220.99182996027398,7849656
2010-01-12,230.9784698486328,231.60794066229923,223.21505460900082,223.21505460900082,24859680
2010-01-13,239.59893798828125,240.62572680395675,221.14799811984653,221.14799811984653,19704040
2010-01-14,240.15704345703125,241.3311457597076,236.62577743039543,239.19721885728666,8413904
2010-01-15,238.9114532470703,240.40252490071464,236.978398510092,240.1569884314567,5049504
2010-01-18,239.88018798828125,240.1793047637343,237.14358120909975,237.76858311740685,6140088
2010-01-19,235.34906005859375,240.00087138172353,234.65264639728153,239.28658307403984,5837512
2010-01-20,237.29550170898438,238.67943531475785,235.53657109873572,236.48745869562097,6091992
2010-01-21,234.3936004638672,237.9203974281098,232.14359764634744,235.98289560742165,6682792
2010-01-22,229.96502685546875,233.03645648986915,227.85786856787206,232.14359650331792,13486496
2010-01-25,226.99179077148438,229.46053982829122,224.822136720668,227.6792885773246,6498712
2010-01-27,223.4159393310547,226.23738622917605,221.88913969851444,226.07219837595383,9840856
2010-01-28,222.4783935546875,228.11679581276832,221.38464003966996,224.37572108073832,12732872
2010-01-29,221.02745056152344,223.21495714151024,214.71493593322865,218.9649356382016,15012280
2010-02-01,218.8623046875,225.89357709714432,213.40247457699772,218.48283919237633,12308784
2010-02-02,217.85336303710938,223.30427748902218,216.21942493971702,223.30427748902218,9889384
2010-02-03,220.8220977783203,223.21496657972224,218.7506672481278,218.7506672481278,6405608
2010-02-04,216.8801727294922,220.53643023958557,215.40248500121464,220.09000021885765,6176408
2010-02-05,210.06321716308594,214.14805262220355,207.94714282590056,213.4292957937718,13544872
2010-02-08,214.60787963867188,218.03645397945346,209.33106730336962,212.04535350662633,9252480
2010-02-09,220.87574768066406,221.6078886420529,213.7730408465895,214.6435794905299,10387392
2010-02-10,220.26409912109375,222.87571468963478,218.57213373635662,222.4114318371178,7187984
2010-02-11,223.0765838623047,224.8355135569399,220.53640173238273,220.80425971019534,6453888
2010-02-15,223.09442138671875,227.00068329500516,220.9694323472802,223.8399680931206,8950128
2010-02-16,226.91592407226562,227.76860982111148,222.1659127351551,223.21502334487602,4418096
2010-02-17,224.88018798828125,229.14359473109536,224.42931110127432,227.69716580838477,7991184
2010-02-18,226.219482421875,227.4114593320569,224.28644909388572,225.2685951687395,3721696
2010-02-19,226.10781860351562,227.18818773613646,223.674775524007,225.4381737192472,5998992
2010-02-22,229.31773376464844,231.40254903061467,228.1346941256388,228.1346941256388,5855400
2010-02-23,230.47396850585938,231.16146638301979,228.12574222039999,228.40253755456348,3786032
2010-02-24,230.02755737304688,231.9918496395897,227.76861690685405,229.28647911281897,5427016
2010-02-25,233.6927032470703,234.79537218515242,229.51858306093868,229.51858306093868,8729568
2010-02-26,232.31771850585938,234.82219532901772,230.54540436916793,233.84004926490397,10546368
2010-03-02,235.8042755126953,236.67481382630714,234.1658690441534,234.96052735301552,8534656
2010-03-03,238.0587921142578,238.97397359355313,235.05877386279303,236.7061179641961,5904976
2010-03-04,234.2686309814453,237.85792412547215,232.50076367219577,237.67935211036294,6755240
2010-03-05,235.33116149902344,235.71509574949653,233.3088418400561,235.1704423013434,4984808
2010-03-08,237.4605255126953,239.22839222457588,235.545345657464,236.87569800115978,8664992
2010-03-09,239.63914489746094,241.20611848884414,233.73735363365006,236.6123583486966,7958752
2010-03-10,237.4337921142578,240.30879691359306,236.60789662603486,238.8311092749965,7330952
2010-03-11,239.54989624023438,240.62579702071903,236.6079265695382,237.94721671993182,4298424
2010-03-12,238.68382263183594,241.429367397918,237.17042914483469,241.06328604310363,3176920
2010-03-15,241.18382263183594,242.18829019485608,235.35791076631912,237.00076455005558,10582856
2010-03-16,243.96058654785156,245.08557695692306,239.4918183327785,241.07217601588175,5881344
